"Gene"	"TCGA_TCGA-D9-A148"	"TCGA_TCGA-DA-A3F2"	"TCGA_TCGA-EE-A2GS"	"TCGA_TCGA-EE-A3JI"	"TCGA_TCGA-ER-A2NF"	"TCGA_TCGA-ER-A2NG"	"TCGA_TCGA-FR-A3YN"	"TCGA_TCGA-FR-A3YO"	"TCGA_TCGA-FR-A69P"	"TCGA_TCGA-FR-A7U9"	"TCGA_TCGA-FR-A8YD"	"TCGA_TCGA-GN-A4U4"	"TCGA_TCGA-GN-A4U9"	"TCGA_TCGA-GN-A8LK"	"TCGA_TCGA-GN-A8LN"	"TCGA_TCGA-QB-AA9O"	"TCGA_TCGA-WE-A8K5"	"TCGA_TCGA-WE-AAA0"	"TCGA_TCGA-WE-AAA4"
"MRPL20"	1424.1357	1378.8253	1724.2107	934.7382	1829.8306	1288.4217	1542.8048	1783.9248	710.6717	3316.6537	1503.9279	1668.0697	1564.3161	2950.2557	1742.4627	1719.0522	1221.5074	1316.2007	1428.8785
"MRPL21"	716.33	680.7229	628.7834	454.1147	1053.8404	352.65	250.5092	2091.7293	418.1495	1075.7649	1056.1134	850.4664	499.843	1043.8977	586.2804	603.821	618.8811	617.0379	695.5801
"MRPL22"	607.7866	261.0442	321.6617	183.2918	414.1566	432.4403	235.9616	284.2105	215.3025	757.6493	503.2487	366.0458	653.0612	723.1066	225.3941	310.2638	453.38	364.6763	214.9171
"MRPL23"	676.8339	1636.5462	516.0237	534.9127	1009.4127	741.1182	246.4358	1590.4762	389.2349	1202.0398	1946.2493	581.657	343.6944	3845.152	1409.4589	1702.473	1161.6162	943.5826	1672.9282
"MRPL24"	2080.5111	1033.1325	2548.6647	600.7481	1586.2199	741.9918	1924.0617	3736.3409	1154.8043	2050.0243	3731.2463	2165.272	887.4935	3747.2262	1822.3264	2521.092	2456.488	1405.3211	2651.9337
"MRPL27"	1528.7012	773.0924	978.0415	607.7307	987.1988	1067.8509	1129.7643	1067.1679	634.7865	1401.1656	1057.2947	744.4223	1054.5264	2660.878	544.0988	931.5868	1230.3807	1398.7347	1153.5912
"MRPL28"	1143.1161	2398.5944	1733.5312	496.2594	1550.4518	1070.4718	473.9598	3196.4912	977.758	2183.0986	2441.8193	777.8914	1304.4479	2825.3739	1793.7793	2023.8744	1252.9138	1362.6831	3018.232
"MRPL3"	1900.0789	593.3735	1843.3234	1311.2219	1607.3042	1659.2895	1205.1207	1864.6617	2092.9715	1886.3526	951.5653	1546.6228	1528.8331	1509.889	1797.614	1589.5051	1783.2168	1375.1625	759.6685
"MRPL32"	641.5999	186.747	705.0445	550.3741	564.3825	733.5469	633.4012	369.9248	788.7011	933.4628	456.5859	696.861	1226.5829	615.0507	680.8692	820.2101	1474.359	636.1036	309.3923
"MRPL33"	557.2087	185.743	411.5727	473.0673	452.5602	348.2819	712.2491	691.7293	390.1246	1318.1156	436.5032	517.8897	573.5217	357.453	384.3204	368.3388	504.2735	539.3882	385.0829
"MRPL34"	696.724	1032.1285	616.9139	880.2993	1181.8524	854.3972	466.6861	751.8797	468.8612	1317.1442	837.5665	692.2811	573.5217	2294.7419	1129.101	2734.2989	1260.2953	964.3817	771.2707
"MRPL35"	1664.5226	261.0442	1097.6261	1095.7606	1092.997	1328.1887	1855.6881	442.1053	1243.7722	879.5532	591.8488	1920.7717	785.7666	1381.5726	760.5454	1167.8646	1334.4988	917.9305	530.9392
"MRPL36"	413.1471	305.2209	341.543	205.4863	597.8916	199.767	200.1746	288.2206	156.1388	568.7227	509.1553	247.3187	393.9299	327.5446	78.824	494.0354	464.6465	464.8583	257.4586
"MRPL37"	2445.0694	2582.3293	2426.7062	1648.3791	1904.3675	2135.1194	2478.6151	5410.5263	1015.1246	3035.4541	4623.7448	1971.1514	1857.0382	5253.2562	1567.9591	1299.1301	1906.7599	3589.9125	3395.0276
"MRPL38"	2114.0772	2082.8213	1471.5935	1070.7007	1301.5964	824.3739	1276.1536	2913.2832	847.6601	2094.2254	1758.417	1034.2996	674.6918	2865.89	702.1645	1673.7139	1229.9573	2441.8268	2215.5138
"MRPL39"	375.3558	127.51	331.1573	332.9177	525.6024	798.4857	402.9677	261.6541	219.306	524.5265	173.6562	386.4796	244.4793	674.8673	262.8888	724.7443	453.38	321.6917	235.3591
"MRPL4"	1061.5664	1792.1687	1616.6172	963.8404	1339.9849	1250.4368	864.4166	2447.619	846.0854	2504.6139	2090.3721	1106.9451	1186.3946	2151.4713	1618.6621	1330.1564	1666.2782	1323.8582	1879.558
"MRPL40"	1845.523	757.0281	897.3294	571.3217	1540.2861	1391.6715	806.5173	985.4637	580.0712	781.4473	1318.3698	636.6167	371.7425	1868.7892	634.853	964.2043	648.0186	716.8732	921.547
"MRPL41"	552.6624	1655.6225	379.5252	199.0025	1225.1506	753.0577	361.0707	1322.807	280.694	1745.9932	1561.7247	442.1439	413.1868	4173.179	429.0584	1579.163	1057.4981	1175.1452	996.1326
"MRPL42"	492.9919	161.6466	737.092	471.8204	545.9337	563.4828	450.9747	278.1955	874.1103	576.4934	266.391	862.7971	1097.2266	655.0892	841.9259	803.5036	557.8866	608.3716	260.221
"MRPL43"	1601.0502	1355.5823	742.727	675.8204	1235.113	775.2592	734.0442	1081.995	563.1183	1336.6829	1297.4601	1266.3177	887.1083	1815.8418	1197.1538	1696.7132	739.3085	1017.336	960.3867
"MRPL44"	2581.4591	418.6747	1102.6706	1441.6459	2121.2349	1534.0711	2206.5755	945.8647	1068.9502	578.4361	1349.0845	1297.5426	681.528	1441.8717	819.7699	1308.6766	2074.5921	1676.0551	1421.547
"MRPL45"	2209.7972	616.4659	1030.8605	1007.7307	1128.7651	349.7379	1322.3742	663.1579	1181.0498	663.9145	947.4306	1422.6112	918.0534	798.8423	483.5961	735.0865	760.2953	881.5322	706.6298
"MRPL45P2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MRPL46"	497.5382	201.8072	402.0772	390.0249	347.1386	462.7257	347.105	408.5213	492.4377	603.2054	610.1595	378.7288	324.8561	608.2972	308.4789	460.6224	363.6364	408.0076	334.8066
"MRPL47"	520.554	252.008	257.8635	415.4613	530.497	447.0006	330.8118	453.1328	443.9502	824.6722	741.2877	452.3608	846.8864	1053.0632	763.1018	844.8721	590.1321	577.8664	324.8619
"MRPL48"	423.0922	208.8353	396.7359	408.9776	945.7831	193.3605	201.9203	786.4662	290.0356	689.1695	439.4566	474.556	390.1622	633.3816	574.7763	515.5152	163.9472	333.8244	207.7348
"MRPL49"	1841.8292	1237.9518	1129.6736	1754.1147	2550.8283	628.7129	855.9791	1928.3208	854.0925	989.3152	1337.8618	1295.4287	771.1146	1135.5523	1274.8189	712.8111	832.5563	1040.2981	1321.547
"MRPL50"	182.4212	133.5341	337.9822	307.4813	435.994	373.908	297.0614	150.8772	423.4875	464.3031	183.1069	567.5648	484.7724	277.3758	313.5918	614.1631	430.0699	359.4766	142.5414
"MRPL51"	1954.9189	1635.5422	2508.9021	1418.2045	1336.5964	1301.9802	1331.3937	2243.1078	1420.8185	3141.3307	2122.2682	1756.5971	3084.0398	2750.603	1922.0281	2147.9799	2372.5719	2005.3731	2950.2762
"MRPL52"	666.3205	885.5422	1057.5668	436.1596	780.1205	710.8328	554.5534	1885.213	753.1139	2330.7431	1213.8216	818.7589	682.3653	2201.6401	642.0963	1913.2932	967.7545	1000.4333	1702.7624
"MRPL54"	395.5301	1321.2851	375.6677	344.6384	586.2199	470.297	206.2846	613.5338	324.2883	1018.9412	578.8541	280.0832	320.2512	1321.2735	302.0878	612.572	525.2525	663.8357	990.6077
"MRPL55"	567.7221	1015.0602	1119.2878	333.6658	855.4217	308.3867	663.3692	857.1429	592.9715	773.1909	690.4903	565.4509	724.2282	1525.808	507.0303	582.3412	696.1927	750.845	1748.6188
"MRPL9"	934.7951	846.3554	1402.5668	775.596	573.7274	516.8346	1071.737	1293.0827	1424.7776	1656.2603	1632.1264	1273.3603	1996.0063	2198.0511	901.585	1499.6082	1124.3162	1272.8625	1333.3425
"MRPS10"	1083.7298	449.7992	1372.7003	919.4514	1216.491	924.869	930.4626	506.2657	560.4982	1175.8135	887.7732	394.2303	1920.6698	1534.4911	1007.2433	1164.6824	783.9938	730.7392	770.7182
"MRPS11"	943.6462	684.739	733.5312	540.6484	602.0331	834.0128	421.2976	2406.015	679.7153	1130.1603	1476.6686	557.3479	378.8592	2076.218	446.1014	876.694	792.1523	706.4737	1181.2155
"MRPS12"	696.3148	1142.5703	1278.7062	487.5312	723.2681	1585.1689	383.183	1403.0075	440.605	1504.1282	1290.6084	520.7081	378.2397	1878.9194	591.8193	1867.1514	734.0482	782.2584	1520.232
"MRPS14"	342.1108	213.8554	680.1187	186.783	371.2349	211.7065	418.3881	547.8697	508.452	269.5483	582.9888	497.8082	477.6557	431.259	366.8513	172.6339	488.345	378.1957	467.4033
"MRPS15"	1386.3444	794.1767	1363.5015	1068.3292	1280.8735	963.0169	1448.0652	1644.1103	650.3559	1731.9087	805.6704	953.3397	1108.9482	2922.3348	772.9016	1672.2421	1108.3916	1588.6992	1059.6685
"MRPS16"	2054.1226	1351.3253	1359.9258	1288.0299	2215.1054	1109.3535	975.5601	1607.599	1192.6468	2017.4405	2630.8565	2041.4928	1906.4364	2407.5977	1597.5373	3099.3441	1059.3395	1919.6222	1006.7182
"MRPS18A"	1051.9055	1302.2088	1518.6944	529.6758	1143.8253	901.2813	479.197	1859.6491	396.3523	729.4803	2101.5948	404.0949	931.0309	2479.9807	831.7	1208.4376	719.5027	807.0023	1812.1547
"MRPS18B"	2921.2968	1829.3173	3062.0178	1467.3317	3002.6355	1576.5871	1317.428	2869.6742	2064.5018	1338.5138	4851.1518	1119.6281	2299.9477	3644.959	1167.8739	2634.8553	2938.6169	2216.1366	2735.9116
"MRPS18C"	150.0145	210.251	332.908	350.9327	369.5068	287.484	302.3131	448.4361	169.6575	446.5566	242.9947	252.096	358.5976	435.7742	269.7145	276.978	332.0591	357.0569	446.5801
"MRPS2"	897.5891	1744.9598	744.184	459.3292	1528.6069	1755.3436	526.9043	3192.3759	725.9609	1953.2734	1803.8039	899.3031	997.3752	3496.5605	551.6404	2751.3872	1515.4079	1277.615	1184.4696
"MRPS21"	1094.5273	937.751	2096.4392	728.1796	1275.9789	537.5655	1440.7914	1687.7193	1410.5872	1846.0418	3187.8323	2465.0843	3151.8577	3207.9112	2099.7017	1852.8316	1616.1616	2044.1979	1600
"MRPS22"	587.6123	205.8233	462.6113	470.0748	587.7259	656.0862	344.7774	396.9925	373.6655	600.7771	306.5564	501.6836	445.0026	739.9904	566.6809	531.4261	535.742	499.1767	295.5801
"MRPS23"	1244.8401	212.8514	754.3027	695.5112	690.1355	784.7991	1172.2432	607.5188	775.8007	1612.4332	588.3048	878.2986	1241.6536	958.9966	897.7418	856.8053	911.0334	1770.3441	661.8785
"MRPS24"	1495.172	1865.4618	1798.8131	671.3217	1314.3825	947.583	1030.8408	2450.6266	1024.0214	2069.4512	4652.0969	1165.7802	1893.4589	2715.3883	1031.5296	1297.539	1823.6208	1080.5096	2085.0829
"MRPS25"	1725.7161	768.9056	1399.5045	1148.5486	1419.2545	1423.5731	1096.7704	3373.2231	2401.379	979.6503	3071.3231	2118.4822	822.9953	3129.7057	2288.2233	2526.8199	2784.4017	2046.2224	716.779
"MRPS26"	732.2422	664.6586	989.0208	785.7855	806.4759	482.8189	743.3809	1303.2581	1013.3452	1106.848	1298.8777	735.6147	2302.8781	2331.4038	1916.0631	1439.1465	1023.31	729.006	932.5967
"MRPS27"	1688.3908	870.4819	1904.451	2123.6908	1405.8735	1286.5463	1399.4763	741.3534	1512.0107	1721.2239	2225.0443	2553.5131	2825.3271	967.6797	1267.5756	778.0461	1311.9658	1343.2706	796.1326
"MRPS28"	301.0177	68.2731	339.092	168.9601	487.6431	245.3378	194.8123	224.7218	282.9626	473.4677	227.1057	317.3184	196.6217	476.6329	262.0026	1116.8541	431.1577	295.939	212.9171
"MRPS30"	890.7952	172.6908	544.5104	657.606	507.9066	458.94	359.034	365.9148	360.7651	850.8985	394.5659	728.2163	603.663	479.4983	161.0567	940.3379	530.303	663.489	189.5028
"MRPS31"	132.98	187.751	324.0356	367.3317	393.4488	300.5242	196.3922	160.9023	485.7651	256.4352	164.7962	442.1439	611.1983	290.4004	429.9105	439.1426	345.3768	394.8349	124.8619
"MRPS33"	1313.8874	268.0723	554.0059	251.1222	1427.7108	673.5585	1060.8088	1131.3283	634.3416	883.9242	1545.7767	931.8491	1219.4662	1120.5982	607.5841	989.6619	1191.1422	617.3845	554.1436
"MRPS34"	1234.3267	2226.9076	1882.7893	519.4514	1283.1325	1199.1846	912.4236	1633.0827	1217.9715	2693.5406	1780.2717	1024.8578	930.6122	3464.0617	1501.0652	2614.1711	1322.0668	1949.909	2655.2486
"MRPS35"	924.0402	313.253	973.5905	1049.6259	1021.4608	792.0792	639.5112	320.802	985.7651	1118.9898	366.2138	1060.4407	1100.5756	659.9132	857.6907	832.9389	1096.7366	831.6145	314.3646
"MRPS36"	266.244	183.7349	199.4065	390.7731	443.1476	337.5073	263.602	210.5263	186.3879	496.8431	461.3113	463.9869	361.6954	335.2629	103.9625	439.1426	373.7374	377.5024	204.4199
"MRPS5"	885.3964	876.506	740.3561	1004.4888	1067.0181	1119.1031	1028.2223	1081.7043	836.7438	1170.9568	1016.5387	1076.2945	1143.6944	2254.2209	651.0439	1680.9932	1229.2152	1263.8877	920.442
"MRPS6"	783.5986	788.0924	1438.3145	800.5162	700.8396	701.1066	1113.0608	618.4912	715.1246	818.8538	1025.8299	721.0715	776.6531	535.0024	1135.5816	890.1945	1342.1989	954.9008	681.9337
"MRPS7"	2050.6702	1014.4378	1269.4214	1200.0948	1167.5452	1261.5026	1903.5671	2389.4236	1117.3532	2028.713	1190.6615	1237.8831	983.28	2114.3078	713.5279	1453.5539	1438.0847	2294.1191	1461.8508
"MRPS9"	358.8754	177.7108	663.7982	452.1197	567.7711	510.1922	552.5167	158.8972	496.8861	545.4104	353.2191	681.7119	889.5866	602.026	391.5637	768.4995	885.0039	507.1497	203.3149
"MRRF"	254.0258	270.0803	182.7893	359.3516	1243.5994	341.0017	314.8094	267.6692	300.7117	431.763	975.192	1165.0756	552.5903	657.5012	239.8807	503.582	712.1212	462.4318	223.7569
"MRS2"	774.8639	157.6305	851.3353	741.8953	542.1687	716.3658	713.4129	249.6241	837.6335	472.5595	455.9953	1090.739	1378.9639	772.3107	657.435	822.5967	1326.3403	996.9668	336.4641
"MRS2P2"	0.5683	3.012	2.6706	6.4838	0.753	0.5824	0	1.5038	0.8897	0	0.5907	1.4092	2.9304	0.9648	2.1304	0	0.777	0.3467	1.105
"MRTO4"	1010.9886	607.4297	1593.1751	1028.1796	1058.3584	2677.9266	1257.492	1687.7193	952.847	2578.9218	1091.5535	1222.5014	1913.5531	2094.549	781.8492	1562.4565	1148.4071	1705.5204	1054.6961
"MRVI1"	44.0425	268.0723	161.7211	83.2918	24.8494	60.5708	20.3666	93.7343	73.8434	79.6503	32.4867	32.7644	46.0492	29.9083	42.1815	23.0709	78.8656	26.3454	104.9724
